customer_id,customer_name,email,gender,age,country,city,income,education,marital_status,registration_date,customer_status
CUST00033,Customer 33,customer33@example.com,Male,22,Germany,Bengaluru,170916,Postgraduate,Single,2025-10-31,Inactive
CUST00034,Customer 34,customer34@example.com,Other,46,Germany,London,81387,PhD,Married,2025-08-16,Active
CUST00035,Customer 35,customer35@example.com,Other,64,France,Chennai,207790,Postgraduate,Divorced,2025-11-10,Active
CUST00036,Customer 36,customer36@example.com,Other,21,Singapore,Hyderabad,126874,High School,Single,2025-01-17,Inactive
CUST00037,Customer 37,customer37@example.com,Female,62,USA,Delhi,241779,High School,Divorced,2025-11-08,Active
CUST00038,Customer 38,customer38@example.com,Male,61,USA,New York,44741,PhD,Single,2025-01-17,Active
CUST00039,Customer 39,customer39@example.com,Other,32,France,Coimbatore,97953,Postgraduate,Single,2025-01-21,Active
CUST00040,Customer 40,customer40@example.com,Female,50,France,Chennai,187286,High School,Single,2025-11-26,Active
CUST00041,Customer 41,customer41@example.com,Male,26,France,New York,226356,PhD,Divorced,2025-11-01,Inactive
CUST00042,Customer 42,customer42@example.com,Other,57,USA,New York,74882,Postgraduate,Single,2026-08-12,Active
CUST00043,Customer 43,customer43@example.com,Other,54,Australia,New York,245557,High School,Divorced,2025-10-30,Inactive
CUST00044,Customer 44,customer44@example.com,Other,36,Singapore,Bengaluru,68511,Postgraduate,Single,2026-08-07,Active
CUST00045,Customer 45,customer45@example.com,Male,21,France,Delhi,118627,PhD,Single,2026-04-27,Inactive
CUST00046,Customer 46,customer46@example.com,Other,68,Singapore,Coimbatore,95847,Postgraduate,Married,2025-07-21,Inactive
CUST00047,Customer 47,customer47@example.com,Female,41,UK,Pune,120473,High School,Divorced,2026-07-06,Active
CUST00048,Customer 48,customer48@example.com,Female,64,Germany,Delhi,228034,PhD,Single,2025-10-15,Inactive
CUST00049,Customer 49,customer49@example.com,Other,53,France,Pune,189824,High School,Married,2025-12-21,Inactive
CUST00050,Customer 50,customer50@example.com,Female,58,UK,New York,204205,PhD,Single,2025-03-01,Inactive
CUST00051,Customer 51,customer51@example.com,Male,57,France,Coimbatore,82150,High School,Married,2025-05-07,Active
CUST00052,Customer 52,customer52@example.com,Male,28,France,Pune,238051,PhD,Single,2025-11-08,Inactive
CUST00053,Customer 53,customer53@example.com,Female,36,Australia,New York,122996,Postgraduate,Single,2025-06-11,Inactive
CUST00054,Customer 54,customer54@example.com,Other,42,Australia,Chennai,171692,High School,Married,2025-12-24,Active
CUST00055,Customer 55,customer55@example.com,Other,43,Singapore,Berlin,181987,High School,Single,2025-02-17,Active
CUST00056,Customer 56,customer56@example.com,Female,20,France,Berlin,174158,High School,Married,2025-05-30,Inactive
CUST00057,Customer 57,customer57@example.com,Other,46,Australia,Hyderabad,160404,PhD,Divorced,2026-02-01,Inactive
CUST00058,Customer 58,customer58@example.com,Other,26,UK,Mumbai,133007,PhD,Single,2025-12-31,Active
CUST00059,Customer 59,customer59@example.com,Female,56,Germany,Mumbai,170719,PhD,Married,2026-08-10,Active
CUST00060,Customer 60,customer60@example.com,Female,53,USA,New York,228667,Graduate,Married,2026-06-21,Active
CUST00061,Customer 61,customer61@example.com,Other,65,Germany,Coimbatore,112699,Graduate,Divorced,2026-04-29,Inactive
CUST00062,Customer 62,customer62@example.com,Female,56,Singapore,Bengaluru,139947,Graduate,Divorced,2025-01-01,Inactive
CUST00063,Customer 63,customer63@example.com,Male,37,USA,New York,65517,Postgraduate,Married,2025-12-26,Inactive
CUST00064,Customer 64,customer64@example.com,Other,68,UK,Hyderabad,104888,Postgraduate,Divorced,2025-05-17,Active
CUST00065,Customer 65,customer65@example.com,Female,39,Australia,New York,198711,Graduate,Married,2025-06-09,Active
CUST00066,Customer 66,customer66@example.com,Female,34,France,Chennai,169085,Graduate,Married,2025-05-06,Active
CUST00067,Customer 67,customer67@example.com,Other,65,Australia,New York,72508,Postgraduate,Married,2025-09-29,Inactive
CUST00068,Customer 68,customer68@example.com,Other,37,France,Chennai,147881,PhD,Married,2025-03-15,Active
CUST00069,Customer 69,customer69@example.com,Male,21,Australia,Pune,207692,High School,Single,2025-11-13,Active
CUST00070,Customer 70,customer70@example.com,Female,42,Singapore,London,52904,PhD,Single,2025-04-09,Inactive
CUST00071,Customer 71,customer71@example.com,Male,59,Singapore,Pune,38938,Graduate,Divorced,2025-10-26,Inactive
CUST00072,Customer 72,customer72@example.com,Female,27,Australia,Bengaluru,113363,Graduate,Single,2026-01-09,Active
CUST00073,Customer 73,customer73@example.com,Female,42,Australia,Bengaluru,172723,High School,Divorced,2025-04-18,Active
CUST00074,Customer 74,customer74@example.com,Female,24,India,Mumbai,95498,Postgraduate,Single,2025-03-03,Active
CUST00075,Customer 75,customer75@example.com,Other,53,France,London,209733,Postgraduate,Married,2026-04-26,Inactive
CUST00076,Customer 76,customer76@example.com,Female,42,Singapore,Hyderabad,215538,Graduate,Married,2026-03-17,Inactive
CUST00077,Customer 77,customer77@example.com,Female,35,India,New York,144817,PhD,Single,2025-06-05,Inactive
CUST00078,Customer 78,customer78@example.com,Female,29,USA,Pune,110239,Postgraduate,Married,2026-06-13,Active
CUST00079,Customer 79,customer79@example.com,Male,47,Germany,Delhi,34386,Postgraduate,Single,2025-05-12,Active
CUST00080,Customer 80,customer80@example.com,Male,52,Australia,Mumbai,209850,Postgraduate,Divorced,2026-07-07,Inactive
CUST00081,Customer 81,customer81@example.com,Other,66,India,Berlin,226439,Graduate,Divorced,2025-03-09,Inactive
CUST00082,Customer 82,customer82@example.com,Male,40,Germany,New York,124538,Graduate,Divorced,2026-01-29,Active
CUST00083,Customer 83,customer83@example.com,Male,26,Australia,Chennai,141205,Graduate,Single,2025-01-12,Inactive
CUST00084,Customer 84,customer84@example.com,Other,61,Australia,London,194538,Graduate,Married,2025-04-28,Inactive
CUST00085,Customer 85,customer85@example.com,Male,50,UK,Mumbai,181459,Graduate,Single,2025-08-30,Active
CUST00086,Customer 86,customer86@example.com,Female,54,USA,Bengaluru,55438,High School,Single,2025-02-20,Inactive
CUST00087,Customer 87,customer87@example.com,Other,23,Germany,Coimbatore,176270,PhD,Single,2025-09-30,Active
CUST00088,Customer 88,customer88@example.com,Female,34,India,Coimbatore,233047,High School,Single,2025-05-19,Inactive
CUST00089,Customer 89,customer89@example.com,Male,57,India,New York,193904,High School,Single,2025-02-28,Active
CUST00090,Customer 90,customer90@example.com,Male,61,India,Bengaluru,133126,Graduate,Divorced,2026-07-28,Inactive
CUST00091,Customer 91,customer91@example.com,Other,40,Australia,Chennai,142711,Graduate,Divorced,2026-08-09,Inactive
CUST00092,Customer 92,customer92@example.com,Male,59,Singapore,London,83454,Postgraduate,Divorced,2026-07-28,Active
CUST00093,Customer 93,customer93@example.com,Other,61,France,Pune,173671,PhD,Single,2025-04-02,Active
CUST00094,Customer 94,customer94@example.com,Male,38,UK,Coimbatore,79335,Graduate,Divorced,2025-08-16,Inactive
CUST00095,Customer 95,customer95@example.com,Male,64,India,New York,101918,Postgraduate,Divorced,2025-07-15,Inactive
CUST00096,Customer 96,customer96@example.com,Other,32,UK,Mumbai,84642,Postgraduate,Married,2025-07-14,Inactive
CUST00097,Customer 97,customer97@example.com,Other,30,UK,Mumbai,100447,Postgraduate,Married,2025-09-06,Inactive
CUST00098,Customer 98,customer98@example.com,Other,53,Germany,London,107513,Graduate,Married,2025-10-31,Inactive
CUST00099,Customer 99,customer99@example.com,Other,51,Australia,Bengaluru,43670,PhD,Divorced,2025-10-17,Inactive
CUST00100,Customer 100,customer100@example.com,Male,25,France,Chennai,186442,Postgraduate,Divorced,2025-06-23,Inactive
CUST00101,Customer 101,customer101@example.com,Other,61,Singapore,Chennai,124224,Postgraduate,Single,2026-08-07,Active
CUST00102,Customer 102,customer102@example.com,Other,28,India,Berlin,238661,Graduate,Divorced,2026-08-07,Inactive
CUST00103,Customer 103,customer103@example.com,Male,59,Germany,Coimbatore,65699,Postgraduate,Married,2025-07-17,Active
CUST00104,Customer 104,customer104@example.com,Male,18,Singapore,Hyderabad,175534,High School,Divorced,2025-05-12,Inactive
CUST00105,Customer 105,customer105@example.com,Other,59,Singapore,Berlin,65317,High School,Married,2025-11-14,Active
CUST00106,Customer 106,customer106@example.com,Male,58,UK,Mumbai,148112,PhD,Single,2025-08-09,Active
CUST00107,Customer 107,customer107@example.com,Other,58,Singapore,Hyderabad,135448,Postgraduate,Single,2026-08-12,Inactive
CUST00108,Customer 108,customer108@example.com,Male,52,Australia,Bengaluru,125934,Graduate,Married,2025-09-13,Inactive
CUST00109,Customer 109,customer109@example.com,Male,42,UK,Mumbai,172311,PhD,Married,2025-01-24,Inactive
CUST00110,Customer 110,customer110@example.com,Male,54,France,Mumbai,211344,Postgraduate,Married,2025-03-16,Inactive
CUST00111,Customer 111,customer111@example.com,Male,32,Singapore,Berlin,96262,PhD,Divorced,2025-02-14,Active
CUST00112,Customer 112,customer112@example.com,Other,58,UK,Coimbatore,216173,High School,Married,2025-08-17,Inactive
CUST00113,Customer 113,customer113@example.com,Other,46,Germany,Coimbatore,66591,Graduate,Single,2025-07-08,Active
CUST00114,Customer 114,customer114@example.com,Other,41,India,Mumbai,90933,PhD,Married,2026-05-26,Active
CUST00115,Customer 115,customer115@example.com,Other,44,France,Pune,94901,PhD,Divorced,2026-06-15,Active
CUST00116,Customer 116,customer116@example.com,Male,47,UK,Pune,239520,PhD,Divorced,2025-03-25,Inactive
CUST00117,Customer 117,customer117@example.com,Other,19,Singapore,Berlin,51679,Postgraduate,Married,2026-07-17,Inactive
CUST00118,Customer 118,customer118@example.com,Female,25,Singapore,Chennai,113901,PhD,Single,2025-12-15,Inactive
CUST00119,Customer 119,customer119@example.com,Female,30,Germany,Delhi,120498,PhD,Married,2025-07-02,Active
CUST00120,Customer 120,customer120@example.com,Other,23,Singapore,Chennai,205018,Graduate,Single,2025-08-31,Inactive
CUST00121,Customer 121,customer121@example.com,Other,40,Australia,Chennai,134327,PhD,Single,2025-09-21,Active
CUST00122,Customer 122,customer122@example.com,Other,52,India,Delhi,242535,Graduate,Divorced,2025-04-12,Active
CUST00123,Customer 123,customer123@example.com,Female,52,India,Berlin,191572,PhD,Single,2026-06-01,Active
CUST00124,Customer 124,customer124@example.com,Female,42,Germany,Coimbatore,183323,Graduate,Divorced,2025-01-08,Active
CUST00125,Customer 125,customer125@example.com,Other,62,Australia,Pune,194407,Postgraduate,Married,2025-02-11,Active
CUST00126,Customer 126,customer126@example.com,Male,47,UK,Chennai,61349,High School,Married,2025-06-12,Active
CUST00127,Customer 127,customer127@example.com,Male,22,Singapore,Pune,126036,High School,Single,2025-03-27,Inactive
CUST00128,Customer 128,customer128@example.com,Female,57,Singapore,Berlin,156881,Graduate,Divorced,2025-02-06,Active
CUST00129,Customer 129,customer129@example.com,Male,47,UK,New York,71907,Graduate,Single,2025-08-17,Active
CUST00130,Customer 130,customer130@example.com,Male,51,France,New York,51724,Postgraduate,Married,2025-08-13,Inactive
CUST00131,Customer 131,customer131@example.com,Other,47,Singapore,Hyderabad,55547,High School,Single,2025-03-16,Active
CUST00132,Customer 132,customer132@example.com,Other,46,India,Coimbatore,202557,PhD,Single,2026-04-28,Active
CUST00133,Customer 133,customer133@example.com,Female,22,Australia,London,172798,Postgraduate,Married,2026-06-11,Active
CUST00134,Customer 134,customer134@example.com,Female,47,UK,Coimbatore,88296,PhD,Divorced,2026-03-05,Inactive
CUST00135,Customer 135,customer135@example.com,Female,59,India,Mumbai,190872,Graduate,Single,2025-11-08,Inactive
CUST00136,Customer 136,customer136@example.com,Other,33,India,Pune,181424,High School,Married,2026-07-19,Active
CUST00137,Customer 137,customer137@example.com,Female,49,India,Pune,208713,High School,Married,2025-07-28,Active
CUST00138,Customer 138,customer138@example.com,Male,19,Germany,Bengaluru,229771,High School,Married,2025-09-12,Active
CUST00139,Customer 139,customer139@example.com,Female,36,India,Hyderabad,223503,Graduate,Divorced,2025-01-09,Inactive
CUST00140,Customer 140,customer140@example.com,Female,40,UK,Coimbatore,65727,PhD,Married,2026-02-26,Inactive
CUST00141,Customer 141,customer141@example.com,Other,69,Australia,New York,198083,High School,Divorced,2025-02-25,Active
CUST00142,Customer 142,customer142@example.com,Other,29,India,Hyderabad,113393,High School,Single,2026-02-01,Active
CUST00143,Customer 143,customer143@example.com,Other,32,Germany,Delhi,115702,High School,Married,2026-04-12,Inactive
CUST00144,Customer 144,customer144@example.com,Female,39,UK,London,170602,High School,Married,2025-05-10,Active
CUST00145,Customer 145,customer145@example.com,Female,69,Singapore,Hyderabad,160492,Graduate,Divorced,2025-12-31,Inactive
CUST00146,Customer 146,customer146@example.com,Female,62,Germany,Berlin,119423,High School,Married,2025-06-30,Active
CUST00147,Customer 147,customer147@example.com,Male,19,France,Delhi,249885,Postgraduate,Married,2025-08-26,Inactive
CUST00148,Customer 148,customer148@example.com,Other,30,Australia,Bengaluru,64334,PhD,Married,2025-11-12,Inactive
CUST00149,Customer 149,customer149@example.com,Other,60,India,Hyderabad,46805,PhD,Married,2025-05-29,Inactive
CUST00150,Customer 150,customer150@example.com,Other,21,France,Berlin,31541,Postgraduate,Single,2026-04-20,Inactive
CUST00151,Customer 151,customer151@example.com,Male,62,France,Hyderabad,208204,PhD,Married,2025-08-24,Inactive
CUST00152,Customer 152,customer152@example.com,Male,32,UK,London,116484,Graduate,Divorced,2025-10-03,Active
CUST00153,Customer 153,customer153@example.com,Other,65,India,Mumbai,123402,High School,Single,2026-05-01,Inactive
CUST00154,Customer 154,customer154@example.com,Female,33,India,New York,171072,High School,Divorced,2025-05-16,Inactive
CUST00155,Customer 155,customer155@example.com,Other,40,Germany,Hyderabad,122964,High School,Divorced,2025-09-27,Active
CUST00156,Customer 156,customer156@example.com,Female,52,Germany,Mumbai,154147,Graduate,Divorced,2026-08-16,Active
CUST00157,Customer 157,customer157@example.com,Female,24,USA,Hyderabad,38152,Graduate,Single,2025-08-27,Inactive
CUST00158,Customer 158,customer158@example.com,Female,46,France,Mumbai,60154,High School,Married,2025-03-10,Inactive
CUST00159,Customer 159,customer159@example.com,Other,44,Germany,Bengaluru,234709,Postgraduate,Married,2025-06-19,Inactive
CUST00160,Customer 160,customer160@example.com,Female,58,Singapore,Chennai,126406,PhD,Single,2026-07-24,Active
CUST00161,Customer 161,customer161@example.com,Other,69,France,Chennai,62662,Postgraduate,Married,2026-03-29,Inactive
CUST00162,Customer 162,customer162@example.com,Male,52,France,Chennai,108131,Graduate,Married,2026-04-28,Inactive
CUST00163,Customer 163,customer163@example.com,Female,39,UK,Chennai,100327,High School,Married,2025-06-01,Inactive
CUST00164,Customer 164,customer164@example.com,Other,39,Germany,Pune,86695,PhD,Married,2026-05-15,Inactive
CUST00165,Customer 165,customer165@example.com,Other,39,Australia,Chennai,91063,High School,Married,2025-08-23,Active
CUST00166,Customer 166,customer166@example.com,Other,60,USA,Mumbai,189086,High School,Divorced,2026-04-19,Active
CUST00167,Customer 167,customer167@example.com,Male,34,UK,New York,49022,High School,Divorced,2026-06-10,Inactive
CUST00168,Customer 168,customer168@example.com,Other,26,Germany,Bengaluru,94672,Graduate,Married,2025-05-05,Active
CUST00169,Customer 169,customer169@example.com,Other,35,UK,Berlin,130289,Postgraduate,Single,2026-07-14,Active
CUST00170,Customer 170,customer170@example.com,Other,19,USA,Bengaluru,146532,Postgraduate,Married,2026-01-13,Active
CUST00171,Customer 171,customer171@example.com,Male,23,France,Delhi,223114,Graduate,Single,2026-03-12,Active
CUST00172,Customer 172,customer172@example.com,Other,22,Germany,New York,232726,High School,Single,2026-03-28,Active
CUST00173,Customer 173,customer173@example.com,Other,58,UK,London,91918,PhD,Divorced,2025-04-11,Inactive
CUST00174,Customer 174,customer174@example.com,Other,55,France,Chennai,146337,Postgraduate,Divorced,2026-03-21,Active
CUST00175,Customer 175,customer175@example.com,Male,54,France,Coimbatore,30029,Postgraduate,Married,2025-05-07,Active
CUST00176,Customer 176,customer176@example.com,Other,42,France,Coimbatore,163830,High School,Married,2025-06-11,Active
CUST00177,Customer 177,customer177@example.com,Male,55,France,Bengaluru,59403,PhD,Single,2025-03-11,Inactive
CUST00178,Customer 178,customer178@example.com,Female,26,Australia,Delhi,41480,Postgraduate,Divorced,2025-04-18,Inactive
CUST00179,Customer 179,customer179@example.com,Female,64,UK,Bengaluru,176137,Postgraduate,Married,2026-08-07,Active
CUST00180,Customer 180,customer180@example.com,Female,44,UK,London,65080,High School,Single,2025-07-15,Active
CUST00181,Customer 181,customer181@example.com,Other,66,USA,New York,132410,Postgraduate,Single,2025-08-19,Active
CUST00182,Customer 182,customer182@example.com,Male,25,France,Berlin,47714,High School,Married,2025-10-13,Inactive
CUST00183,Customer 183,customer183@example.com,Female,43,Singapore,Pune,192776,Graduate,Married,2026-03-01,Active
CUST00184,Customer 184,customer184@example.com,Female,54,Australia,London,197083,Postgraduate,Married,2025-12-08,Active
CUST00185,Customer 185,customer185@example.com,Female,43,Singapore,Pune,154332,Postgraduate,Married,2025-11-16,Inactive
CUST00186,Customer 186,customer186@example.com,Male,41,USA,Berlin,213083,High School,Divorced,2026-05-14,Inactive
CUST00187,Customer 187,customer187@example.com,Male,26,Germany,New York,123281,High School,Married,2025-10-23,Active
CUST00188,Customer 188,customer188@example.com,Male,37,Germany,London,66952,High School,Divorced,2026-04-04,Active
CUST00189,Customer 189,customer189@example.com,Female,30,Singapore,Pune,59050,Graduate,Married,2026-06-27,Active
CUST00190,Customer 190,customer190@example.com,Female,33,India,Coimbatore,74336,Postgraduate,Single,2026-02-07,Inactive
CUST00191,Customer 191,customer191@example.com,Female,53,UK,London,70069,Graduate,Single,2025-01-22,Inactive
CUST00192,Customer 192,customer192@example.com,Female,50,France,Hyderabad,97721,PhD,Divorced,2025-06-07,Active
CUST00193,Customer 193,customer193@example.com,Male,49,Australia,Chennai,73226,Graduate,Divorced,2026-01-04,Inactive
CUST00194,Customer 194,customer194@example.com,Male,36,Singapore,Hyderabad,157993,PhD,Married,2025-10-13,Active
CUST00195,Customer 195,customer195@example.com,Female,67,UK,New York,58381,Postgraduate,Married,2025-06-19,Active
CUST00196,Customer 196,customer196@example.com,Other,22,UK,New York,164904,PhD,Divorced,2025-07-19,Inactive
CUST00197,Customer 197,customer197@example.com,Male,35,UK,Mumbai,100172,PhD,Married,2025-02-16,Active
CUST00198,Customer 198,customer198@example.com,Other,24,Singapore,Chennai,179520,Postgraduate,Divorced,2025-05-21,Inactive
CUST00199,Customer 199,customer199@example.com,Female,35,India,Pune,140408,Postgraduate,Divorced,2026-04-12,Active
CUST00200,Customer 200,customer200@example.com,Male,68,Germany,Pune,228669,Postgraduate,Married,2025-01-07,Inactive
CUST00201,Customer 201,customer201@example.com,Female,37,USA,London,123972,Graduate,Divorced,2026-05-14,Active
CUST00202,Customer 202,customer202@example.com,Male,65,Australia,London,91384,PhD,Divorced,2025-07-22,Active
CUST00203,Customer 203,customer203@example.com,Male,43,France,Chennai,157552,Postgraduate,Single,2026-04-27,Inactive
CUST00204,Customer 204,customer204@example.com,Female,54,Singapore,Pune,173221,High School,Married,2025-06-02,Active
CUST00205,Customer 205,customer205@example.com,Female,41,France,Hyderabad,123829,PhD,Divorced,2026-05-09,Inactive
CUST00206,Customer 206,customer206@example.com,Other,31,Australia,London,150938,Graduate,Single,2025-12-07,Inactive
CUST00207,Customer 207,customer207@example.com,Male,57,India,Bengaluru,130945,Postgraduate,Married,2026-05-23,Active
CUST00208,Customer 208,customer208@example.com,Other,68,India,Bengaluru,93813,PhD,Single,2025-02-07,Inactive
CUST00209,Customer 209,customer209@example.com,Male,31,Germany,Chennai,95552,PhD,Single,2026-04-21,Active
CUST00210,Customer 210,customer210@example.com,Male,58,USA,Mumbai,229169,Postgraduate,Divorced,2025-06-11,Inactive
CUST00211,Customer 211,customer211@example.com,Other,31,Germany,Hyderabad,176950,Graduate,Single,2025-08-02,Inactive
CUST00212,Customer 212,customer212@example.com,Other,55,USA,Mumbai,46483,High School,Single,2025-01-27,Active
CUST00213,Customer 213,customer213@example.com,Female,59,France,Delhi,241468,Postgraduate,Married,2026-07-23,Inactive
CUST00214,Customer 214,customer214@example.com,Male,41,USA,New York,185200,Graduate,Single,2026-01-18,Active
CUST00215,Customer 215,customer215@example.com,Male,56,USA,Bengaluru,36287,Postgraduate,Married,2026-08-08,Inactive
CUST00216,Customer 216,customer216@example.com,Female,32,India,Mumbai,188772,High School,Married,2025-12-05,Inactive
CUST00217,Customer 217,customer217@example.com,Female,22,UK,Coimbatore,157665,PhD,Married,2025-04-05,Active
CUST00218,Customer 218,customer218@example.com,Other,23,France,Pune,230949,PhD,Divorced,2025-07-21,Inactive
CUST00219,Customer 219,customer219@example.com,Male,41,UK,Hyderabad,135109,PhD,Single,2025-09-20,Inactive
CUST00220,Customer 220,customer220@example.com,Male,64,Germany,London,141681,Postgraduate,Divorced,2025-03-29,Active
CUST00221,Customer 221,customer221@example.com,Other,24,Singapore,Chennai,95810,High School,Divorced,2026-07-10,Inactive
CUST00222,Customer 222,customer222@example.com,Male,41,UK,New York,97365,Graduate,Married,2026-07-25,Inactive
CUST00223,Customer 223,customer223@example.com,Male,54,Australia,Mumbai,164032,High School,Divorced,2025-12-02,Active
CUST00224,Customer 224,customer224@example.com,Female,28,UK,Chennai,211242,PhD,Divorced,2025-12-15,Inactive
CUST00225,Customer 225,customer225@example.com,Female,55,Australia,New York,225401,Postgraduate,Divorced,2026-02-24,Inactive
CUST00226,Customer 226,customer226@example.com,Female,33,Germany,Bengaluru,198433,Postgraduate,Married,2026-02-09,Active
CUST00227,Customer 227,customer227@example.com,Other,60,UK,Delhi,162199,High School,Married,2025-02-07,Active
CUST00228,Customer 228,customer228@example.com,Other,48,USA,Mumbai,137571,Postgraduate,Single,2025-11-13,Active
CUST00229,Customer 229,customer229@example.com,Male,46,France,Hyderabad,101411,Graduate,Divorced,2026-04-09,Active
CUST00230,Customer 230,customer230@example.com,Other,27,Singapore,Coimbatore,197768,Graduate,Divorced,2026-04-26,Inactive
CUST00231,Customer 231,customer231@example.com,Female,42,Singapore,Coimbatore,96582,Graduate,Married,2025-12-22,Active
CUST00232,Customer 232,customer232@example.com,Male,62,India,Mumbai,85272,Postgraduate,Single,2026-06-19,Active
CUST00233,Customer 233,customer233@example.com,Other,19,USA,Pune,220270,Graduate,Divorced,2025-12-16,Inactive
CUST00234,Customer 234,customer234@example.com,Male,57,Germany,Pune,157639,PhD,Divorced,2025-08-17,Inactive
CUST00235,Customer 235,customer235@example.com,Female,43,Germany,Bengaluru,104699,Postgraduate,Single,2025-09-21,Inactive
CUST00236,Customer 236,customer236@example.com,Other,55,Singapore,Mumbai,219667,Postgraduate,Married,2026-02-16,Inactive
CUST00237,Customer 237,customer237@example.com,Male,52,India,Berlin,241604,Postgraduate,Divorced,2026-06-13,Inactive
CUST00238,Customer 238,customer238@example.com,Male,40,Singapore,Chennai,96546,Graduate,Single,2025-05-18,Active
CUST00239,Customer 239,customer239@example.com,Female,34,Australia,London,142319,High School,Divorced,2025-06-24,Inactive
CUST00240,Customer 240,customer240@example.com,Other,50,Germany,Chennai,133799,PhD,Married,2026-01-24,Inactive
CUST00241,Customer 241,customer241@example.com,Male,25,France,Mumbai,182871,PhD,Married,2026-04-01,Active
CUST00242,Customer 242,customer242@example.com,Female,48,Germany,Pune,238986,PhD,Married,2025-08-26,Active
CUST00243,Customer 243,customer243@example.com,Female,22,Australia,London,148419,PhD,Divorced,2026-01-19,Active
CUST00244,Customer 244,customer244@example.com,Male,51,Singapore,New York,204598,High School,Divorced,2025-01-05,Active
CUST00245,Customer 245,customer245@example.com,Other,50,France,Berlin,159011,Graduate,Married,2025-06-23,Inactive
CUST00246,Customer 246,customer246@example.com,Other,22,Germany,New York,224584,High School,Single,2026-07-24,Inactive
CUST00247,Customer 247,customer247@example.com,Female,57,Germany,Bengaluru,116032,High School,Married,2025-12-10,Active
CUST00248,Customer 248,customer248@example.com,Male,39,Germany,Coimbatore,111680,PhD,Divorced,2026-06-02,Inactive
